neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
Waterfront Communities-The Island,43.63896,-79.39869,Entire home/apt,213,2,37,53
Woodbine-Lumsden,43.6892,-79.31385,Entire home/apt,79,180,1,257
Rockcliffe-Smythe,43.6727,-79.48743,Entire home/apt,17,1,0,0
Corso Italia-Davenport,43.68278,-79.44459,Entire home/apt,99,1,3,143
High Park North,43.65656,-79.46203,Entire home/apt,242,1,4,335
Waterfront Communities-The Island,43.64221,-79.38291,Entire home/apt,245,1,20,307
Willowdale East,43.758340000000004,-79.40491,Entire home/apt,109,4,14,72
Niagara,43.636179999999996,-79.40377,Entire home/apt,180,1,93,258
Greenwood-Coxwell,43.67261,-79.31966,Entire home/apt,56,1,51,1
Cabbagetown-South St.James Town,43.66628,-79.37669,Entire home/apt,170,3,0,177
Waterfront Communities-The Island,43.64366,-79.37966999999999,Entire home/apt,128,1,39,65
Mimico (includes Humber Bay Shores),43.625890000000005,-79.47923,Private room,99,1,0,0
Long Branch,43.59336,-79.53303000000001,Private room,40,2,16,342
Waterfront Communities-The Island,43.64154,-79.38275,Entire home/apt,249,1,46,354
Waterfront Communities-The Island,43.64117,-79.38454,Entire home/apt,250,1,11,216
Willowdale East,43.77962,-79.41265,Private room,160,7,0,348
Mimico (includes Humber Bay Shores),43.6238,-79.48488,Private room,65,1,1,74
Newtonbrook West,43.78433,-79.42393,Private room,40,4,0,89
Woburn,43.76641,-79.21365,Entire home/apt,117,1,41,237
Waterfront Communities-The Island,43.64235,-79.38129,Entire home/apt,199,2,17,173
Dovercourt-Wallace Emerson-Junction,43.6593,-79.44035,Entire home/apt,91,2,42,348
Bay Street Corridor,43.64756,-79.37976,Entire home/apt,180,2,15,8
Newtonbrook East,43.792320000000004,-79.4115,Entire home/apt,150,2,4,62
Regent Park,43.65935,-79.3632,Entire home/apt,199,2,2,42
Danforth East York,43.689040000000006,-79.33168,Entire home/apt,70,5,40,81
Eringate-Centennial-West Deane,43.67153,-79.56614,Entire home/apt,65,2,54,29
Waterfront Communities-The Island,43.64139,-79.39661,Entire home/apt,179,1,108,0
Waterfront Communities-The Island,43.63754,-79.39695999999999,Entire home/apt,160,6,1,43
Mount Olive-Silverstone-Jamestown,43.750690000000006,-79.57964,Private room,65,2,26,89
Long Branch,43.59175,-79.53175,Private room,40,2,17,348
Lansing-Westgate,43.764109999999995,-79.41309,Entire home/apt,140,1,2,196
Long Branch,43.5929,-79.53205,Private room,42,2,10,362
Newtonbrook West,43.7796,-79.41813,Entire home/apt,121,2,35,59
Parkwoods-Donalda,43.754459999999995,-79.33349,Private room,60,3,1,256
Waterfront Communities-The Island,43.64162,-79.38062,Entire home/apt,200,1,97,29
Greenwood-Coxwell,43.67157,-79.32571999999999,Entire home/apt,79,2,10,0
Blake-Jones,43.6808,-79.3329,Entire home/apt,72,1,91,159
Wexford/Maryvale,43.73109,-79.30266,Private room,40,5,0,159
Lansing-Westgate,43.76129,-79.41873000000001,Entire home/apt,85,1,19,204
East End-Danforth,43.68574,-79.29053,Entire home/apt,250,2,14,0
Rockcliffe-Smythe,43.66939,-79.48918,Entire home/apt,75,4,34,259
Waterfront Communities-The Island,43.64007,-79.39785,Entire home/apt,250,1,51,363
Palmerston-Little Italy,43.657379999999996,-79.40911,Entire home/apt,121,2,46,79
Broadview North,43.68416,-79.35401,Entire home/apt,66,3,20,62
Waterfront Communities-The Island,43.64227,-79.39314,Entire home/apt,115,2,2,0
High Park North,43.65818,-79.45275,Entire home/apt,90,5,0,0
Downsview-Roding-CFB,43.72829,-79.48249,Entire home/apt,101,2,3,0
South Riverdale,43.65954,-79.33481,Private room,61,2,13,177
Annex,43.67516,-79.39803,Entire home/apt,119,1,83,158
Waterfront Communities-The Island,43.642340000000004,-79.38275,Entire home/apt,124,28,2,348
Waterfront Communities-The Island,43.64013,-79.39820999999999,Entire home/apt,260,1,99,171
Trinity-Bellwoods,43.64796,-79.423,Entire home/apt,139,2,30,2
West Humber-Clairville,43.72658,-79.58725,Entire home/apt,85,2,54,170
Church-Yonge Corridor,43.65875,-79.37935,Entire home/apt,150,2,16,0
Yonge-Eglinton,43.70256,-79.39997,Private room,49,28,1,337
Mount Pleasant East,43.71376,-79.39984,Entire home/apt,83,2,16,129
Waterfront Communities-The Island,43.63859,-79.38277,Entire home/apt,279,1,30,0
Waterfront Communities-The Island,43.64328,-79.39246999999999,Entire home/apt,196,3,0,0
Yorkdale-Glen Park,43.716229999999996,-79.45387,Private room,81,1,28,360
Willowdale East,43.76084,-79.4103,Entire home/apt,89,1,3,231
Niagara,43.64001,-79.41546,Entire home/apt,99,2,42,136
Lansing-Westgate,43.75982,-79.41152,Entire home/apt,128,1,3,89
Waterfront Communities-The Island,43.63798,-79.39956,Entire home/apt,90,1,46,122
South Riverdale,43.66321,-79.33461,Entire home/apt,114,2,6,179
Annex,43.67068,-79.39399,Entire home/apt,155,2,30,174
North St.James Town,43.669959999999996,-79.37418000000001,Entire home/apt,83,2,45,37
Willowdale East,43.77101,-79.39156,Private room,56,1,23,152
Palmerston-Little Italy,43.65503,-79.41530999999999,Private room,79,1,15,0
Trinity-Bellwoods,43.655,-79.41428,Private room,70,1,26,0
Trinity-Bellwoods,43.65487,-79.41544,Private room,75,1,32,81
Rosedale-Moore Park,43.67242,-79.38573000000001,Entire home/apt,250,1,1,364
Waterfront Communities-The Island,43.65055,-79.38806,Entire home/apt,95,2,19,0
Agincourt South-Malvern West,43.791000000000004,-79.27333,Private room,19,1,3,0
Waterfront Communities-The Island,43.640840000000004,-79.40092,Entire home/apt,128,2,74,155
Waterfront Communities-The Island,43.64691,-79.39334000000001,Entire home/apt,128,1,44,167
Waterfront Communities-The Island,43.641529999999996,-79.38011,Private room,160,1,33,0
Mount Pleasant West,43.70657,-79.39626,Entire home/apt,115,2,1,45
Bay Street Corridor,43.65003,-79.37854,Entire home/apt,234,2,35,28
Wexford/Maryvale,43.72968,-79.30274,Private room,45,7,3,149
Trinity-Bellwoods,43.64926,-79.41677,Entire home/apt,121,2,38,354
Dovercourt-Wallace Emerson-Junction,43.6616,-79.44618,Entire home/apt,69,2,68,14
Dufferin Grove,43.65341,-79.43975,Entire home/apt,110,7,0,104
Annex,43.669140000000006,-79.39341999999999,Entire home/apt,249,2,1,365
Waterfront Communities-The Island,43.638659999999994,-79.39859,Private room,135,1,0,0
Clairlea-Birchmount,43.70597,-79.28674000000001,Entire home/apt,250,6,27,27
Niagara,43.6443,-79.41454,Entire home/apt,168,2,17,337
Bay Street Corridor,43.65109,-79.38162,Entire home/apt,119,2,2,0
Waterfront Communities-The Island,43.641740000000006,-79.38044000000001,Private room,48,1,89,61
Yorkdale-Glen Park,43.72254,-79.45749,Entire home/apt,139,1,10,0
Waterfront Communities-The Island,43.64342,-79.39262,Private room,50,1,11,0
Waterfront Communities-The Island,43.64052,-79.38258,Private room,56,1,98,40
Cabbagetown-South St.James Town,43.666959999999996,-79.37125999999999,Private room,79,1,4,0
Newtonbrook East,43.78658,-79.40989,Private room,45,1,5,149
Kensington-Chinatown,43.65344,-79.40181,Private room,38,1,39,38
Waterfront Communities-The Island,43.63878,-79.39867,Entire home/apt,299,1,18,314
Waterfront Communities-The Island,43.643209999999996,-79.3805,Private room,130,1,44,0
Waterfront Communities-The Island,43.649370000000005,-79.3911,Entire home/apt,195,2,0,0
Waterfront Communities-The Island,43.643570000000004,-79.39326,Entire home/apt,150,183,0,365
Waterfront Communities-The Island,43.63818,-79.39771999999999,Private room,150,1,12,330
Waterfront Communities-The Island,43.63932,-79.39856999999999,Private room,150,1,1,330
Waterfront Communities-The Island,43.638220000000004,-79.40004,Private room,150,1,5,330
Roncesvalles,43.65439,-79.44889,Entire home/apt,225,2,7,245
East End-Danforth,43.68594,-79.31009,Entire home/apt,101,7,11,73
High Park North,43.66018,-79.45574,Entire home/apt,195,2,2,0
Church-Yonge Corridor,43.655640000000005,-79.37543000000001,Entire home/apt,150,1,13,0
High Park North,43.65965,-79.45433,Private room,46,1,19,0
Dovercourt-Wallace Emerson-Junction,43.661590000000004,-79.43803,Entire home/apt,101,3,4,12
East End-Danforth,43.680640000000004,-79.30184,Private room,95,1,8,0
Waterfront Communities-The Island,43.639959999999995,-79.39686,Entire home/apt,90,3,1,8
Niagara,43.63738,-79.40273,Entire home/apt,65,1,67,67
South Parkdale,43.63655,-79.42798,Entire home/apt,179,4,57,169
Dovercourt-Wallace Emerson-Junction,43.659290000000006,-79.44236,Entire home/apt,98,2,7,5
Banbury-Don Mills,43.72603,-79.32494,Entire home/apt,170,2,6,0
Kingsway South,43.64974,-79.51652,Private room,69,1,24,12
Moss Park,43.663779999999996,-79.3697,Entire home/apt,124,2,36,143
Waterfront Communities-The Island,43.64136,-79.38303,Entire home/apt,113,1,56,21
Kensington-Chinatown,43.65365,-79.4042,Private room,44,2,15,44
Waterfront Communities-The Island,43.64215,-79.38252,Entire home/apt,250,1,16,79
Kensington-Chinatown,43.65307,-79.40257,Private room,45,2,7,43
Niagara,43.637229999999995,-79.41606,Entire home/apt,200,2,26,3
Trinity-Bellwoods,43.65193,-79.41184,Private room,64,1,8,150
Woodbine-Lumsden,43.68745,-79.30995,Entire home/apt,99,5,11,77
Kensington-Chinatown,43.64841,-79.39838,Entire home/apt,79,1,17,68
Long Branch,43.597570000000005,-79.52927,Private room,30,1,1,179
Humewood-Cedarvale,43.688359999999996,-79.42055,Entire home/apt,150,3,2,42
Dorset Park,43.7441,-79.27528000000001,Entire home/apt,101,1,26,340
Milliken,43.82436,-79.26648,Entire home/apt,62,1,95,64
Waterfront Communities-The Island,43.6431,-79.38252,Entire home/apt,199,2,66,131
South Parkdale,43.63816,-79.43516,Entire home/apt,65,3,3,0
Willowdale West,43.77357,-79.43459,Entire home/apt,146,2,6,62
Annex,43.668420000000005,-79.41828000000001,Private room,49,1,77,136
Waterfront Communities-The Island,43.64714,-79.39303000000001,Entire home/apt,200,2,55,255
Kensington-Chinatown,43.653220000000005,-79.40381,Private room,60,2,26,52
Woodbine-Lumsden,43.68838,-79.3126,Entire home/apt,79,90,7,266
East End-Danforth,43.68626,-79.31159,Entire home/apt,75,7,11,66
Danforth,43.68141,-79.34352,Entire home/apt,101,2,19,141
Birchcliffe-Cliffside,43.7082,-79.25401,Entire home/apt,79,1,52,165
Bayview Woods-Steeles,43.80169,-79.37393,Private room,34,2,8,56
High Park North,43.66065,-79.45730999999999,Entire home/apt,287,1,9,0
Waterfront Communities-The Island,43.63777,-79.39963,Entire home/apt,79,1,34,57
Dovercourt-Wallace Emerson-Junction,43.66559,-79.42663,Entire home/apt,109,2,39,26
West Humber-Clairville,43.73448,-79.59156999999999,Private room,45,5,0,363
West Humber-Clairville,43.73568,-79.5922,Private room,41,4,1,363
Kensington-Chinatown,43.6501,-79.39636,Entire home/apt,175,5,2,6
Waterfront Communities-The Island,43.6428,-79.38144,Entire home/apt,99,2,53,142
Woodbine-Lumsden,43.68695,-79.31136,Entire home/apt,99,6,12,54
Dorset Park,43.76162,-79.28296999999999,Shared room,34,1,0,364
University,43.66509,-79.4069,Private room,85,1,3,161
Pelmo Park-Humberlea,43.72163,-79.53175,Private room,70,1,1,365
Church-Yonge Corridor,43.65558,-79.37825,Entire home/apt,111,1,6,19
Waterfront Communities-The Island,43.637879999999996,-79.39894,Entire home/apt,150,3,32,167
Waterfront Communities-The Island,43.640409999999996,-79.38013000000001,Entire home/apt,199,5,4,176
Weston-Pellam Park,43.6762,-79.46549,Entire home/apt,83,7,0,0
Niagara,43.63661,-79.40515,Entire home/apt,150,2,25,158
Annex,43.67115,-79.41124,Entire home/apt,101,1,1,0
Trinity-Bellwoods,43.64665,-79.41183000000001,Entire home/apt,89,2,36,23
Stonegate-Queensway,43.633390000000006,-79.48818,Entire home/apt,75,5,11,0
Oakridge,43.695479999999996,-79.27619,Entire home/apt,64,2,17,0
Waterfront Communities-The Island,43.64092,-79.38299,Entire home/apt,148,2,52,343
Greenwood-Coxwell,43.66381,-79.32486,Private room,90,1,12,108
Waterfront Communities-The Island,43.64327,-79.37961,Entire home/apt,150,1,90,4
Humewood-Cedarvale,43.68741,-79.42098,Entire home/apt,115,14,2,170
Birchcliffe-Cliffside,43.71185,-79.25012,Entire home/apt,121,3,20,148
Willowdale East,43.776759999999996,-79.41069,Private room,38,7,1,296
South Riverdale,43.663740000000004,-79.33908000000001,Entire home/apt,136,7,33,54
Cabbagetown-South St.James Town,43.66485,-79.37216,Private room,65,2,37,72
High Park-Swansea,43.643029999999996,-79.48055,Private room,68,1,38,38
High Park-Swansea,43.64271,-79.48056,Private room,62,1,41,12
High Park-Swansea,43.64478,-79.48104000000001,Private room,46,1,37,41
Waterfront Communities-The Island,43.64249,-79.38082,Entire home/apt,199,7,11,170
Cabbagetown-South St.James Town,43.66465,-79.37347,Private room,40,2,16,74
Cabbagetown-South St.James Town,43.66384,-79.37205,Private room,45,2,29,56
Waterfront Communities-The Island,43.64095,-79.38226999999999,Entire home/apt,299,1,99,348
Cabbagetown-South St.James Town,43.66469,-79.37363,Private room,46,2,26,72
Clanton Park,43.73565,-79.44181,Private room,24,1,31,169
Clanton Park,43.73417,-79.44051,Private room,26,1,11,154
Yonge-Eglinton,43.70655,-79.40131,Entire home/apt,95,2,13,0
Banbury-Don Mills,43.73904,-79.34201999999999,Entire home/apt,75,1,31,38
Niagara,43.641090000000005,-79.4157,Private room,48,2,44,52
Glenfield-Jane Heights,43.74881,-79.50480999999999,Entire home/apt,79,5,12,83
Runnymede-Bloor West Village,43.65429,-79.48643,Entire home/apt,75,2,50,67
Cabbagetown-South St.James Town,43.6662,-79.37685,Private room,70,2,5,0
Waterfront Communities-The Island,43.64241,-79.38113,Entire home/apt,199,1,13,113
Clanton Park,43.73624,-79.44185999999999,Private room,29,1,12,162
Niagara,43.6388,-79.41443000000001,Entire home/apt,75,3,18,73
Corso Italia-Davenport,43.681940000000004,-79.44400999999999,Private room,29,3,5,302
Clanton Park,43.73413,-79.4397,Private room,28,1,23,149
Waterfront Communities-The Island,43.64647,-79.39116,Entire home/apt,121,3,15,30
Waterfront Communities-The Island,43.64282,-79.38104,Entire home/apt,124,3,54,52
Moss Park,43.6543,-79.36967,Entire home/apt,101,3,37,348
Newtonbrook West,43.77807,-79.42487,Private room,79,1,13,340
Blake-Jones,43.67694,-79.3382,Private room,60,1,97,175
Little Portugal,43.64633,-79.42681,Entire home/apt,220,20,3,293
Blake-Jones,43.67873,-79.33923,Private room,60,1,96,164
Blake-Jones,43.67805,-79.3392,Private room,101,1,112,170
L'Amoreaux,43.79616,-79.29463,Private room,34,1,5,146
Clanton Park,43.73495,-79.44037,Private room,28,1,22,177
Clanton Park,43.73488,-79.44006999999999,Private room,33,1,32,152
Danforth East York,43.68855,-79.31404,Entire home/apt,70,90,9,106
Annex,43.67549,-79.40349,Entire home/apt,130,3,2,0
Birchcliffe-Cliffside,43.6907,-79.27750999999999,Entire home/apt,99,1,56,11
Woodbine-Lumsden,43.68841,-79.31295,Entire home/apt,70,90,6,295
Leaside-Bennington,43.709379999999996,-79.36521,Entire home/apt,75,120,0,253
Annex,43.67473,-79.40175,Entire home/apt,115,1,37,133
Henry Farm,43.77256,-79.34026,Shared room,50,1,8,151
South Parkdale,43.63773,-79.43445,Private room,34,14,2,2
Niagara,43.63787,-79.40544,Entire home/apt,135,2,51,149
Etobicoke West Mall,43.63946,-79.5618,Entire home/apt,121,28,10,348
Maple Leaf,43.71953,-79.47657,Private room,36,15,0,358
Waterfront Communities-The Island,43.64223,-79.38273000000001,Private room,75,1,42,0
Waterfront Communities-The Island,43.63997,-79.39939,Entire home/apt,160,1,75,89
Palmerston-Little Italy,43.66209,-79.42366,Entire home/apt,121,2,9,5
Roncesvalles,43.642340000000004,-79.43575,Entire home/apt,79,2,5,0
Church-Yonge Corridor,43.66366,-79.3813,Entire home/apt,150,1,4,0
Palmerston-Little Italy,43.65582,-79.41861999999999,Entire home/apt,225,2,4,0
Trinity-Bellwoods,43.65464,-79.41301,Entire home/apt,200,30,3,317
Annex,43.66769,-79.41641,Private room,49,1,68,125
Waterfront Communities-The Island,43.64138,-79.38271,Entire home/apt,75,2,70,48
Palmerston-Little Italy,43.66144,-79.4117,Entire home/apt,52,80,0,0
Eringate-Centennial-West Deane,43.64343,-79.57422,Entire home/apt,109,2,52,148
Dufferin Grove,43.65692,-79.43135,Entire home/apt,85,1,53,236
Dovercourt-Wallace Emerson-Junction,43.66505,-79.45510999999999,Entire home/apt,75,30,0,161
O'Connor-Parkview,43.7113,-79.29995,Entire home/apt,50,2,4,147
Bay Street Corridor,43.66137,-79.38538,Private room,45,2,25,37
Church-Yonge Corridor,43.64893,-79.37368000000001,Private room,65,1,46,327
Caledonia-Fairbank,43.68837,-79.46029,Private room,34,5,4,196
Church-Yonge Corridor,43.669979999999995,-79.38595,Entire home/apt,124,1,2,0
Etobicoke West Mall,43.6362,-79.56345999999999,Entire home/apt,101,1,27,160
Agincourt North,43.812470000000005,-79.27171,Private room,65,1,0,91
Waterfront Communities-The Island,43.64654,-79.39097,Entire home/apt,175,5,5,89
Dufferin Grove,43.6576,-79.44245,Entire home/apt,70,1,56,136
Niagara,43.63879,-79.41666,Private room,95,3,11,0
L'Amoreaux,43.78474,-79.32245999999999,Entire home/apt,65,2,3,2
Mimico (includes Humber Bay Shores),43.62437,-79.47909,Private room,110,1,2,0
Eglinton East,43.74221,-79.25608000000001,Entire home/apt,60,5,12,364
West Humber-Clairville,43.7361,-79.59188,Private room,41,4,0,363
West Humber-Clairville,43.73543,-79.59186,Private room,41,4,2,363
West Humber-Clairville,43.735459999999996,-79.59161,Private room,41,5,0,363
York University Heights,43.76743,-79.50358,Private room,42,7,3,348
Little Portugal,43.65034,-79.43421,Entire home/apt,79,2,5,14
Lawrence Park North,43.73165,-79.39488,Private room,109,1,5,270
Kensington-Chinatown,43.64952,-79.39865,Entire home/apt,150,2,45,59
Pleasant View,43.79095,-79.34038000000001,Private room,33,1,8,273
Tam O'Shanter-Sullivan,43.7781,-79.29335,Private room,26,1,9,349
Annex,43.67085,-79.39381,Entire home/apt,139,2,60,125
York University Heights,43.76746,-79.49611,Private room,42,5,4,355
Palmerston-Little Italy,43.65501,-79.42567,Entire home/apt,70,2,26,73
Agincourt South-Malvern West,43.78529,-79.28774,Entire home/apt,98,2,57,150
Pleasant View,43.79088,-79.33985,Private room,33,1,3,287
Lawrence Park North,43.73108,-79.39662,Private room,75,1,1,88
Waterfront Communities-The Island,43.64215,-79.37966,Entire home/apt,159,1,47,344
Lawrence Park North,43.73225,-79.39513000000001,Private room,89,1,3,57
Lawrence Park North,43.73232,-79.3964,Private room,69,1,0,60
Newtonbrook West,43.79165,-79.44216999999999,Private room,56,4,0,287
Wychwood,43.67931,-79.43191,Entire home/apt,110,2,34,137
South Parkdale,43.63783,-79.43424,Private room,45,14,3,0
Waterfront Communities-The Island,43.64588,-79.39347,Entire home/apt,180,1,12,0
Willowridge-Martingrove-Richview,43.68101,-79.56065,Entire home/apt,65,1,6,0
Waterfront Communities-The Island,43.64799,-79.39341999999999,Entire home/apt,199,4,32,15
Waterfront Communities-The Island,43.64356,-79.39,Entire home/apt,250,1,51,75
Yorkdale-Glen Park,43.71565,-79.45331,Private room,60,2,1,0
Waterfront Communities-The Island,43.63909,-79.39664,Private room,90,1,66,7
Stonegate-Queensway,43.63542,-79.50033,Private room,46,3,4,77
Kensington-Chinatown,43.65396,-79.40306,Private room,42,3,2,280
Niagara,43.64159,-79.41107,Entire home/apt,101,2,11,0
Dovercourt-Wallace Emerson-Junction,43.66165,-79.4334,Hotel room,75,2,60,258
Rouge,43.7994,-79.15485,Private room,46,1,1,90
Yorkdale-Glen Park,43.71589,-79.45479,Entire home/apt,103,7,1,242
